relative_path,file_type,size_bytes,sha256,git_commit,suspected_experiment,notes
finetune_new/Finetune_VicReg_TinyImageNet_mu=25.ipynb,ipynb,94082,58dd6176ba52aa2df6f36e10d10a4c46884f5d2eb1f8bd30c5ced24855b04183,312c0a44605de87d31b6c52627cd91b07a4d1f75,FINETUNE_TINYIMAGENET_MU25,Pinned legacy artifact; unmodified.
finetune_new/Finetune_VicReg_TinyImageNet_mu=27.ipynb,ipynb,94280,851d397f394d19760d95370595395338689aa92d4e6b42994358b5d5fa3c5472,312c0a44605de87d31b6c52627cd91b07a4d1f75,FINETUNE_TINYIMAGENET_MU27,Pinned legacy artifact; unmodified.
finetune_new/Finetune_VicReg_TinyImageNet_mu=30.ipynb,ipynb,94029,cb65f660a0b843d426d876bb04a0ca4945273f86db557081853c95a2ad131042,312c0a44605de87d31b6c52627cd91b07a4d1f75,FINETUNE_TINYIMAGENET_MU30,Pinned legacy artifact; unmodified.
finetune_new/Finetune_VicReg_TinyImageNet_mu=33.ipynb,ipynb,94150,decc642a50203019abbf148b33e5fffb884fca9fa0a5cc8b5606ef3550a676ca,312c0a44605de87d31b6c52627cd91b07a4d1f75,FINETUNE_TINYIMAGENET_MU33,Pinned legacy artifact; unmodified.
finetune_new/training_metrics_finetuned_VicReg_mu_20.csv,csv,12345,0f248feb7b35102201332ad39e49f67f554cdda3730c74769542d138ee6b918d,312c0a44605de87d31b6c52627cd91b07a4d1f75,FINETUNE_ORIGINAL_MU20,Pinned legacy artifact; unmodified.
finetune_new/training_metrics_finetuned_VicReg_mu_23.csv,csv,12402,b21d85bf75e78faeeb71e74c0e6d7016603d6de57aa584621c85dab328e837e0,312c0a44605de87d31b6c52627cd91b07a4d1f75,FINETUNE_ORIGINAL_MU23,Pinned legacy artifact; unmodified.
finetune_new/training_metrics_finetuned_VicReg_mu_25.csv,csv,12344,cfbb825af7d344bab4b18cff7e3b923c151dd295dcc25755656536f88e19f43b,312c0a44605de87d31b6c52627cd91b07a4d1f75,FINETUNE_ORIGINAL_MU25,Pinned legacy artifact; unmodified.
finetune_new/training_metrics_finetuned_VicReg_mu_27.csv,csv,12377,f0e0c85ec589e118c796126666ea36143b15e5cbd91226b5d6f77885c0dbaffc,312c0a44605de87d31b6c52627cd91b07a4d1f75,FINETUNE_ORIGINAL_MU27,Pinned legacy artifact; unmodified.
finetune_new/training_metrics_finetuned_VicReg_mu_30.csv,csv,12377,c27d20261e5af44954bd2cf2147a7a697b160abcfa345c361ad4c7620246f840,312c0a44605de87d31b6c52627cd91b07a4d1f75,FINETUNE_ORIGINAL_MU30,Pinned legacy artifact; unmodified.
finetune_new/training_metrics_finetuned_VicReg_mu_33.csv,csv,12356,adb7470cbdb6695dbc747c151fc38b80a80ed32d4c048bae728e434b54741310,312c0a44605de87d31b6c52627cd91b07a4d1f75,FINETUNE_ORIGINAL_MU33,Pinned legacy artifact; unmodified.
