checkpoint_id,source,relative_path,filename,size_bytes,sha256,top_level_keys,structure,epoch_if_available,model_name_if_available,mu_if_available,metric_if_available,optimizer_state_present,compatible_model,matching_legacy_sha256,suspected_notebook,status,inspect_error
sha256:94f99a3efdeb2094bb30,LOCAL,checkpoints_massive/best_model.pth,best_model.pth,32712893,94f99a3efdeb2094bb305b0362338eb053c17c8cb4b81f9529e95c45822894ed,stem.0.weight;stem.1.weight;stem.1.bias;stem.1.running_mean;stem.1.running_var;stem.1.num_batches_tracked;body.0.conv.0.weight;body.0.conv.1.weight;body.0.conv.1.bias;body.0.conv.1.running_mean;body.0.conv.1.running_var;body.0.conv.1.num_batches_tracked;body.0.conv.3.weight;body.0.conv.4.weight;body.0.conv.4.bias;body.0.conv.4.running_mean;body.0.conv.4.running_var;body.0.conv.4.num_batches_tracked;body.0.conv.6.weight;body.0.conv.7.weight;body.0.conv.7.bias;body.0.conv.7.running_mean;body.0.conv.7.running_var;body.0.conv.7.num_batches_tracked;body.0.se.1.weight;body.0.se.1.bias;body.0.se.3.weight;body.0.se.3.bias;body.1.conv.0.weight;body.1.conv.1.weight;body.1.conv.1.bias;body.1.conv.1.running_mean;body.1.conv.1.running_var;body.1.conv.1.num_batches_tracked;body.1.conv.3.weight;body.1.conv.4.weight;body.1.conv.4.bias;body.1.conv.4.running_mean;body.1.conv.4.running_var;body.1.conv.4.num_batches_tracked;body.1.conv.6.weight;body.1.conv.7.weight;body.1.conv.7.bias;body.1.conv.7.running_mean;body.1.conv.7.running_var;body.1.conv.7.num_batches_tracked;body.1.se.1.weight;body.1.se.1.bias;body.1.se.3.weight;body.1.se.3.bias;body.2.conv.0.weight;body.2.conv.1.weight;body.2.conv.1.bias;body.2.conv.1.running_mean;body.2.conv.1.running_var;body.2.conv.1.num_batches_tracked;body.2.conv.3.weight;body.2.conv.4.weight;body.2.conv.4.bias;body.2.conv.4.running_mean;body.2.conv.4.running_var;body.2.conv.4.num_batches_tracked;body.2.conv.6.weight;body.2.conv.7.weight;body.2.conv.7.bias;body.2.conv.7.running_mean;body.2.conv.7.running_var;body.2.conv.7.num_batches_tracked;body.2.se.1.weight;body.2.se.1.bias;body.2.se.3.weight;body.2.se.3.bias;body.3.conv.0.weight;body.3.conv.1.weight;body.3.conv.1.bias;body.3.conv.1.running_mean;body.3.conv.1.running_var;body.3.conv.1.num_batches_tracked;body.3.conv.3.weight;body.3.conv.4.weight;body.3.conv.4.bias;body.3.conv.4.running_mean;body.3.conv.4.running_var;body.3.conv.4.num_batches_tracked;body.3.conv.6.weight;body.3.conv.7.weight;body.3.conv.7.bias;body.3.conv.7.running_mean;body.3.conv.7.running_var;body.3.conv.7.num_batches_tracked;body.3.se.1.weight;body.3.se.1.bias;body.3.se.3.weight;body.3.se.3.bias;body.4.conv.0.weight;body.4.conv.1.weight;body.4.conv.1.bias;body.4.conv.1.running_mean;body.4.conv.1.running_var;body.4.conv.1.num_batches_tracked,raw_state_dict,,,,,False,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:562896d71008b130842c,LOCAL,checkpoints_tiny/checkpoint_epoch_17.pth,checkpoint_epoch_17.pth,1492170,562896d71008b130842c55386c1da7ce23641cc0e225644facb833ed129d968d,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,17,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:b391447a6c366012f325,LOCAL,checkpoints_tiny/checkpoint_epoch_18.pth,checkpoint_epoch_18.pth,1492170,b391447a6c366012f325b34819a61c09f42c137c251b05137d289ec2e5474820,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,18,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:fc5d24be7cfc4d2c6a92,LOCAL,checkpoints_tiny/checkpoint_epoch_19.pth,checkpoint_epoch_19.pth,1492170,fc5d24be7cfc4d2c6a9252c2d696d8bb9a144463daf37fb2a38df571b70b5aa8,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,19,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:7f6c21310b5beee53ebf,LOCAL,checkpoints_tiny/checkpoint_epoch_2.pth,checkpoint_epoch_2.pth,1491810,7f6c21310b5beee53ebf34335db542be55e772e3eb501603bd02a8479fac32d5,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,2,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:14f79cb56171ccc9f0b9,LOCAL,checkpoints_tiny/checkpoint_epoch_20.pth,checkpoint_epoch_20.pth,1492170,14f79cb56171ccc9f0b94ff80f3bb75ca06aee9423ca9769011833136285f2d6,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,20,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:f158ddd3a3977a8ac547,LOCAL,checkpoints_tiny/checkpoint_epoch_21.pth,checkpoint_epoch_21.pth,1492170,f158ddd3a3977a8ac547ea636ad18bc23c2f860662d4abfb9b06f8facd0b44b4,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,21,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:049d154215aac83fee5c,LOCAL,checkpoints_tiny/checkpoint_epoch_22.pth,checkpoint_epoch_22.pth,1492170,049d154215aac83fee5cce83050aeaf9530c5dd0bff6f32e297c7b612a00ed4b,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,22,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:06c00508aed667d54477,LOCAL,checkpoints_tiny/checkpoint_epoch_23.pth,checkpoint_epoch_23.pth,1492170,06c00508aed667d544771df8877ae6413ddc96583d2cb1676949050d61834c31,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,23,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:085547a9344648d46cf9,LOCAL,checkpoints_tiny/checkpoint_epoch_24.pth,checkpoint_epoch_24.pth,1492170,085547a9344648d46cf94cf0493d221614f4e294270dcbf2195d2fe5b4c1dc28,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,24,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:1fbb148fd30efca22577,LOCAL,checkpoints_tiny/checkpoint_epoch_25.pth,checkpoint_epoch_25.pth,1492170,1fbb148fd30efca225772811ec3854ff0d98c1d35df58462cdbd8b1e49f15e59,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,25,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:f45732d1b85d77cb2e28,LOCAL,checkpoints_tiny/checkpoint_epoch_26.pth,checkpoint_epoch_26.pth,1492170,f45732d1b85d77cb2e28748a9456691e5aa5d1399577b2d050ad058796e42225,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,26,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:8ede2b340c1fba7ba077,LOCAL,checkpoints_tiny/checkpoint_epoch_27.pth,checkpoint_epoch_27.pth,1492170,8ede2b340c1fba7ba07728a8790da70431b96272b58c32f00d7c362d63f23301,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,27,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:47ef47fb00a826992460,LOCAL,checkpoints_tiny/checkpoint_epoch_28.pth,checkpoint_epoch_28.pth,1492170,47ef47fb00a826992460cd67dd4b9f7cf9a58f1d2cd737aec490a3654546a6b4,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,28,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:837389fba3c1491460ce,LOCAL,checkpoints_tiny/checkpoint_epoch_29.pth,checkpoint_epoch_29.pth,1492170,837389fba3c1491460ce9a71e82b9c9c82bd4c58e1345fc84f7d1971a5783472,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,29,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:db300b9ec036fa438071,LOCAL,checkpoints_tiny/checkpoint_epoch_3.pth,checkpoint_epoch_3.pth,1491810,db300b9ec036fa438071d38d7fb8eaa762cb0fc16413f06015397e8a9130ddf9,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,3,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:9be4192f1da8147a167b,LOCAL,checkpoints_tiny/checkpoint_epoch_30.pth,checkpoint_epoch_30.pth,1492170,9be4192f1da8147a167b995613d23b33dc77858664f1d1e1a7f10e5c90ce05d9,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,30,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:913e8abb22d69a62231c,LOCAL,checkpoints_tiny/checkpoint_epoch_31.pth,checkpoint_epoch_31.pth,1492170,913e8abb22d69a62231cc32a7b1bd524238d5004f5bca3547d18816e7c426824,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,31,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:57fe3ebcf873893cdf47,LOCAL,checkpoints_tiny/checkpoint_epoch_32.pth,checkpoint_epoch_32.pth,1492170,57fe3ebcf873893cdf47df2e846e0ff2f805b68622cbda455db7ca7fd645c04f,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,32,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:eb6e64b7a277e2a82852,LOCAL,checkpoints_tiny/checkpoint_epoch_33.pth,checkpoint_epoch_33.pth,1492170,eb6e64b7a277e2a828525417fa5ecaa2aa83f158908c14d135dcf5ab1d14be3f,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,33,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:f959d5abfda0131a69e2,LOCAL,checkpoints_tiny/checkpoint_epoch_34.pth,checkpoint_epoch_34.pth,1492170,f959d5abfda0131a69e25e4d21163b4ef3b4d3b9935b7c8d41a7ce7d61230015,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,34,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:dae256931c19c58b25e2,LOCAL,checkpoints_tiny/checkpoint_epoch_35.pth,checkpoint_epoch_35.pth,1492170,dae256931c19c58b25e2c8d386ba5d7c50cbb65c5e17cd4d74d17f28b7bdd89a,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,35,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:ca221388f731d3677101,LOCAL,checkpoints_tiny/checkpoint_epoch_36.pth,checkpoint_epoch_36.pth,1492170,ca221388f731d3677101945f0d84f099ebe80bb01fe9ade944a637077d4f81e4,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,36,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:8ba445b919ee6037fae0,LOCAL,checkpoints_tiny/checkpoint_epoch_37.pth,checkpoint_epoch_37.pth,1492170,8ba445b919ee6037fae02f16f385702465adcdb4367ad7f27eaed3e062f392dc,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,37,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:157beada074548a9b973,LOCAL,checkpoints_tiny/checkpoint_epoch_38.pth,checkpoint_epoch_38.pth,1492170,157beada074548a9b97399951198c908b4f93b4e13d3b9a301c628f30b1a5cad,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,38,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:ed4ab258be9b9ad3dc1b,LOCAL,checkpoints_tiny/checkpoint_epoch_39.pth,checkpoint_epoch_39.pth,1492170,ed4ab258be9b9ad3dc1be67bf8452c072d7ef3028c5f5b5a183de1e94068e0c9,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,39,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:f53d56581e7107af73dc,LOCAL,checkpoints_tiny/checkpoint_epoch_4.pth,checkpoint_epoch_4.pth,1491810,f53d56581e7107af73dcec95ec38a6210b564d8f3805cf8207fe409acd667d65,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,4,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:6e93ae3e25ca0d18e73f,LOCAL,checkpoints_tiny/checkpoint_epoch_40.pth,checkpoint_epoch_40.pth,1492170,6e93ae3e25ca0d18e73fc2cd562d19a99b89ffb44cec8eb1e76eed4565176769,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,40,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:e0ba79c594ecc193d942,LOCAL,checkpoints_tiny/checkpoint_epoch_41.pth,checkpoint_epoch_41.pth,1492170,e0ba79c594ecc193d942680dcddcd9bdff06b83cd29e528fecf8f9ae616af1e9,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,41,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:0061f4c7fdc3c73b8afd,LOCAL,checkpoints_tiny/checkpoint_epoch_42.pth,checkpoint_epoch_42.pth,1492170,0061f4c7fdc3c73b8afd12ca620a6b2ed7c5661d021dcb4217084b57970817ed,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,42,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:3f796328132ef576844b,LOCAL,checkpoints_tiny/checkpoint_epoch_43.pth,checkpoint_epoch_43.pth,1492170,3f796328132ef576844b807826ee161053a43b662ead2937928f8afa9f5636ac,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,43,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:75f84dd082eea9b9a840,LOCAL,checkpoints_tiny/checkpoint_epoch_44.pth,checkpoint_epoch_44.pth,1492170,75f84dd082eea9b9a840f0501542172008d9130fc4ebbb5acbcf7eb55fcf4e89,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,44,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:318840cb6dbefb837cbc,LOCAL,checkpoints_tiny/checkpoint_epoch_45.pth,checkpoint_epoch_45.pth,1492170,318840cb6dbefb837cbc8378f9dbfaceb9a63b4fa15e0940c7d3455d6f67f909,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,45,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:039cf98c4fac4ebc9317,LOCAL,checkpoints_tiny/checkpoint_epoch_46.pth,checkpoint_epoch_46.pth,1492170,039cf98c4fac4ebc93177ecfe7d1a28e0b28f2442470d69b4400bf57b6a2a669,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,46,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:3da4ae01a2f94c359f34,LOCAL,checkpoints_tiny/checkpoint_epoch_47.pth,checkpoint_epoch_47.pth,1492170,3da4ae01a2f94c359f34c55f7fdb6f631730117cc01f81743b592a387ab533c0,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,47,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:b0985206b267de27d83b,LOCAL,checkpoints_tiny/checkpoint_epoch_48.pth,checkpoint_epoch_48.pth,1492170,b0985206b267de27d83b059c5f0798ffb9656d5feded6e27c9d8089aee7d0e34,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,48,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:24eaa53fe412ad227b06,LOCAL,checkpoints_tiny/checkpoint_epoch_49.pth,checkpoint_epoch_49.pth,1492170,24eaa53fe412ad227b06febdb1a7e2d0a866863ea8681b45cecc99aa106f365d,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,49,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:ce46ba387a5b1ff1bf80,LOCAL,checkpoints_tiny/checkpoint_epoch_5.pth,checkpoint_epoch_5.pth,1491810,ce46ba387a5b1ff1bf8078b628559465d44b09dac3fe4204dcb6fc1b86ce8488,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,5,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:f03a50faaa697e53e78a,LOCAL,checkpoints_tiny/checkpoint_epoch_50.pth,checkpoint_epoch_50.pth,1492170,f03a50faaa697e53e78a4b3545dcc30579c85015781363aac6fefba3d7d25acc,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,50,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:0261aa4f2a5fe57d3f14,LOCAL,checkpoints_tiny/checkpoint_epoch_51.pth,checkpoint_epoch_51.pth,1492170,0261aa4f2a5fe57d3f148017611323553b35124be94733e065682bbb497ab5f9,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,51,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:a18f32faf8a69fc37873,LOCAL,checkpoints_tiny/checkpoint_epoch_52.pth,checkpoint_epoch_52.pth,1492170,a18f32faf8a69fc37873409f185cb36d342ef1ed574341e253918e27cdaebbb9,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,52,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:9b50418a7453bc3719cb,LOCAL,checkpoints_tiny/checkpoint_epoch_53.pth,checkpoint_epoch_53.pth,1492170,9b50418a7453bc3719cb9ee14e68dd0a919805cb7a8e8d314c1eccff9178d40c,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,53,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:0a6e54c5ee5d939712d0,LOCAL,checkpoints_tiny/checkpoint_epoch_54.pth,checkpoint_epoch_54.pth,1492170,0a6e54c5ee5d939712d07e9cd013b726e9bb0841d6be610018c1e26f68aaa8fd,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,54,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:128168a6614a05443ada,LOCAL,checkpoints_tiny/checkpoint_epoch_55.pth,checkpoint_epoch_55.pth,1492170,128168a6614a05443ada4192497103593729487b3946fb70717fcaf8cedf0f0c,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,55,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:e5f1475bd891c530b57d,LOCAL,checkpoints_tiny/checkpoint_epoch_56.pth,checkpoint_epoch_56.pth,1492170,e5f1475bd891c530b57dc271ba3aaac5c49fe0c144c8b0e6879aedf7da056e58,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,56,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:10ec09633d6bbf90cb2c,LOCAL,checkpoints_tiny/checkpoint_epoch_57.pth,checkpoint_epoch_57.pth,1492170,10ec09633d6bbf90cb2c122bab4cdf5ca86b2f0ee02e843a0989a5b07fd16ed8,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,57,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:0650bd243a1017f73c66,LOCAL,checkpoints_tiny/checkpoint_epoch_58.pth,checkpoint_epoch_58.pth,1492170,0650bd243a1017f73c6603921691d7481312382902002ae76f97cd09652fcff0,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,58,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:c6896ea83fba10e1cfe0,LOCAL,checkpoints_tiny/checkpoint_epoch_59.pth,checkpoint_epoch_59.pth,1492170,c6896ea83fba10e1cfe02165fa0b536ec30411507d489a8d79446dba67513505,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,59,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:c297e9170311535f59c5,LOCAL,checkpoints_tiny/checkpoint_epoch_6.pth,checkpoint_epoch_6.pth,1491810,c297e9170311535f59c505869863bc8b3a00487a0a39262863249ec625cf6d83,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,6,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:d14c4a54dc8e866c1fb3,LOCAL,checkpoints_tiny/checkpoint_epoch_60.pth,checkpoint_epoch_60.pth,1492170,d14c4a54dc8e866c1fb351133daeeb082af70f91cfc0d82487ae5c6e7bf4209c,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,60,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:4c6d07814bd725238c63,LOCAL,checkpoints_tiny/checkpoint_epoch_61.pth,checkpoint_epoch_61.pth,1492170,4c6d07814bd725238c63d18b9b2bc87f9f36662dde81b2c7be5789446d0186b6,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,61,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:869700e8d3b4d28a5b3f,LOCAL,checkpoints_tiny/checkpoint_epoch_62.pth,checkpoint_epoch_62.pth,1492170,869700e8d3b4d28a5b3f6fac56a2088d0129829a9a49cff8ecc32e558e1be882,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,62,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:e71c50c02060b617e4ef,LOCAL,checkpoints_tiny/checkpoint_epoch_63.pth,checkpoint_epoch_63.pth,1492170,e71c50c02060b617e4ef0e73f868ea93e04bda3da86169bebb0839246c55ae1d,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,63,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:82d81f1c510b9b1a843e,LOCAL,checkpoints_tiny/checkpoint_epoch_64.pth,checkpoint_epoch_64.pth,1492170,82d81f1c510b9b1a843e714d35b3ab1f49438240faccc72b7957fce7331755de,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,64,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:30cb643d5d2262ba92a7,LOCAL,checkpoints_tiny/checkpoint_epoch_65.pth,checkpoint_epoch_65.pth,1492170,30cb643d5d2262ba92a7ca97c537c74e6fd41728c4e633cdc59013840f39a541,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,65,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:17d42c25b2f30ab31ea0,LOCAL,checkpoints_tiny/checkpoint_epoch_66.pth,checkpoint_epoch_66.pth,1492170,17d42c25b2f30ab31ea00276ab64c0a6426aaa897ed5ed6a367c19dcca9362e5,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,66,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:f71d4582bf6f7cca49a4,LOCAL,checkpoints_tiny/checkpoint_epoch_67.pth,checkpoint_epoch_67.pth,1492170,f71d4582bf6f7cca49a4b77c3f92f3e81ad5f1590220dff98a233315d8be2a57,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,67,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:7274f600d54dcef4391a,LOCAL,checkpoints_tiny/checkpoint_epoch_68.pth,checkpoint_epoch_68.pth,1492170,7274f600d54dcef4391a1e13c0c7cd0e6ffae6b7727d2c303b7c545fb3293078,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,68,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:b22d6f126bb88017417c,LOCAL,checkpoints_tiny/checkpoint_epoch_69.pth,checkpoint_epoch_69.pth,1492170,b22d6f126bb88017417c9e896afd3561834fb2bf853038606dee7b94857eaaca,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,69,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
sha256:663c7506d5a4dc88cdb0,LOCAL,checkpoints_tiny/checkpoint_epoch_7.pth,checkpoint_epoch_7.pth,1491810,663c7506d5a4dc88cdb0836598e74102d96dd91ccad0001803ddc943907adcc6,epoch;model_state_dict;optimizer_state_dict,dict containing model_state_dict,7,,,,True,STATE_DICT_UNMAPPED,,TO_MAP_BY_EXPERIMENT_GRAPH,UNKNOWN_PROVENANCE,
