epoch,total_loss,regression_loss,classification_loss,validation_total_loss,validation_regression_loss,validation_classification_loss,validation_SM_0_rmse,validation_SM_0_mae,validation_SM_0_me,validation_SM_0_r2,validation_SM_20_rmse,validation_SM_20_mae,validation_SM_20_me,validation_SM_20_r2,validation_accuracy,validation_macro_f1,validation_macro_precision,validation_macro_recall,mean_regression_RMSE,is_best_regression
1,2.57817067341371,0.2946441481736573,2.283526512709531,2.421725702285767,0.15570385325700045,2.2660218238830567,37.218725182262006,29.010957840714074,-25.558065456399454,-0.5821697182243322,32.32773355303335,24.809040168319605,-18.801881532510258,-0.19761905882262942,0.16262975778546712,0.13993839199031594,0.18834416735655127,0.15273498214077186,34.77322936764767,True
2,2.321082678708163,0.10194416902959347,2.2191385084932502,2.3108821153640746,0.07742381282150745,2.2334582805633545,23.781516140268412,18.706342938037068,-4.494717657359826,0.35403474582000183,22.37534309579721,17.905383288241588,-2.1200503346004287,0.4262699603336353,0.17993079584775087,0.15025460677408048,0.17017744160601303,0.16828504164834177,23.07842961803281,True
3,2.1905613975091414,0.055971140041947365,2.134590268135071,2.1594449996948244,0.046021367982029916,2.1134236335754393,19.753099640260878,15.268696883970478,0.28074373093443344,0.5543431463018165,18.793652162224383,14.495648669536552,0.2371594600611492,0.595246556842346,0.2664359861591695,0.24336266256845648,0.28818666355431055,0.24377945064078954,19.27337590124263,True
4,2.0753133513710718,0.03975320620123635,2.0355601500381124,2.002970886230469,0.028255377156892792,1.974715495109558,17.74480705094758,13.736214451311369,0.7254254743714647,0.6403561453669354,17.609665315402243,13.54299387882325,0.10955947493186871,0.6446384899247248,0.2837370242214533,0.23027092422488601,0.25403277352406867,0.2514272486056064,17.677236183174912,True
5,1.9366084987466985,0.030957632105458866,1.905650862238624,1.8528240203857422,0.024719927879050373,1.8281040906906127,16.459054617473754,12.699694275856018,-1.0747645837625417,0.6905860758692932,16.436247739730774,12.559463441062551,-1.0625205117319694,0.6904195407974243,0.28719723183391005,0.2357909826460976,0.29087193634419745,0.25363391152398207,16.447651178602264,True
6,1.8021047846837477,0.02567358585921201,1.7764312001791867,1.7296206593513488,0.023461833782494067,1.7061588168144226,16.301180760671677,12.11664776241078,-0.9552310816556937,0.6964933525592953,15.853797739125731,11.855303223879693,-0.9048124373371625,0.7119719333944609,0.314878892733564,0.25423134136820613,0.2699726527952334,0.275355914299684,16.077489249898704,True
7,1.6745869734070518,0.024222239386290312,1.6503647294911472,1.6300025463104248,0.02218225128017366,1.6078203082084657,15.941885114357294,11.845374864690443,-0.08079372887792884,0.7097251354507318,15.356694603319013,11.8296417464022,-0.13341811783998483,0.7297512598860978,0.32525951557093424,0.27832238073840554,0.3565616210999488,0.2843676374086496,15.649289858838154,True
8,1.5857405960559845,0.02294273718937554,1.5627978498285466,1.5632641673088075,0.022645987290889024,1.5406181812286377,16.078708077522318,11.278510276421544,-0.023900957256039947,0.7047211222609226,15.339789640817802,11.084586707121051,0.1713819988845335,0.7303459230427124,0.3460207612456747,0.30830390002397134,0.3906148216862503,0.3099173178084559,15.70924885917006,False
9,1.457885349338705,0.019074066732586784,1.4388112750920383,1.4672047674655915,0.018871663231402637,1.448333090543747,14.347423313891282,10.567128349752988,1.1425958257232982,0.7648863166686964,14.210241284663196,10.76162554401015,2.385567968691922,0.7685958799650606,0.39792387543252594,0.3506282109241812,0.41388389432494177,0.3550035275168636,14.278832299277239,True
10,1.3749243102290414,0.01732316598380831,1.357601138678464,1.4507876813411713,0.01786489742808044,1.4329227805137634,14.188027420733766,10.477837390553168,-0.14428492772125456,0.7700813931484969,13.729440252624425,10.171439072665047,0.050387117689456085,0.7839900055644242,0.3875432525951557,0.3629517026742622,0.4253212078549569,0.36655807875861457,13.958733836679095,True
